,Timestamp,Date,Time,Source.IP,Source.Port,Destination.IP,Destination.Port,ACK.Flag.Count,Down.Up.Ratio,Total.Fwd.Packets,L7Protocol,ProtocolName
794851,27/04/201709:53:40,2017-04-27,09:53:40,10.200.7.9,3128,192.168.10.55,57501,0,1,1,7,HTTP
794852,27/04/201709:55:04,2017-04-27,09:55:04,10.200.7.9,3128,192.168.180.16,46118,1,0,5,7,HTTP
794853,27/04/201709:56:00,2017-04-27,09:56:00,10.200.7.9,3128,192.168.220.154,51484,1,1,1,7,HTTP
794854,27/04/201709:56:52,2017-04-27,09:56:52,10.200.7.9,3128,10.230.1.240,56567,1,0,90,131,HTTP_PROXY
794855,27/04/201709:56:59,2017-04-27,09:56:59,10.200.7.9,3128,192.168.52.202,56256,0,1,1,131,HTTP_PROXY
794856,27/04/201709:56:48,2017-04-27,09:56:48,10.200.7.9,3128,192.168.81.25,49682,0,1,1,91,SSL
794857,27/04/201709:56:22,2017-04-27,09:56:22,10.200.7.9,3128,192.168.10.67,49571,0,0,10,131,HTTP_PROXY
794858,27/04/201709:54:23,2017-04-27,09:54:23,10.200.7.9,3128,10.230.1.90,50751,0,1,1,7,HTTP
794859,27/04/201709:52:09,2017-04-27,09:52:09,10.200.7.9,3128,172.17.1.200,65420,0,0,5,7,HTTP
794860,27/04/201709:55:09,2017-04-27,09:55:09,10.200.7.9,3128,192.168.10.144,49705,1,0,5,131,HTTP_PROXY
794861,27/04/201709:51:26,2017-04-27,09:51:26,10.200.7.9,3128,192.168.220.154,51184,0,1,1,7,HTTP
794862,27/04/201709:54:34,2017-04-27,09:54:34,10.200.7.9,3128,192.168.180.16,45920,0,1,1,7,HTTP
794863,27/04/201709:52:07,2017-04-27,09:52:07,10.200.7.9,3128,192.168.180.91,52289,0,1,1,7,HTTP
794864,27/04/201709:53:13,2017-04-27,09:53:13,10.200.7.9,3128,10.230.1.56,60576,1,1,1,7,HTTP
794865,27/04/201709:54:17,2017-04-27,09:54:17,10.200.7.9,3128,192.168.10.59,54802,0,1,1,7,HTTP
794866,27/04/201709:53:25,2017-04-27,09:53:25,10.200.7.9,3128,192.168.10.105,51460,0,1,1,7,HTTP
794867,27/04/201709:56:08,2017-04-27,09:56:08,10.200.7.9,3128,192.168.32.92,53762,1,1,1,7,HTTP
794868,27/04/201709:55:26,2017-04-27,09:55:26,10.200.7.9,3128,192.168.10.55,57543,0,0,7,7,HTTP
794869,27/04/201709:54:25,2017-04-27,09:54:25,10.200.7.9,3128,192.168.142.29,50290,0,1,1,7,HTTP
794870,27/04/201709:53:27,2017-04-27,09:53:27,10.200.7.9,3128,192.168.10.105,51548,0,1,1,7,HTTP
794871,27/04/201709:56:02,2017-04-27,09:56:02,10.200.7.9,3128,192.168.180.31,49969,1,1,1,7,HTTP
794872,27/04/201709:56:11,2017-04-27,09:56:11,10.200.7.9,3128,192.168.220.154,51361,1,1,1,7,HTTP
794873,27/04/201709:53:26,2017-04-27,09:53:26,10.200.7.9,3128,192.168.10.105,51553,1,1,1,7,HTTP
794874,27/04/201709:56:19,2017-04-27,09:56:19,10.200.7.9,3128,192.168.52.202,56175,0,1,1,7,HTTP
794875,27/04/201709:54:55,2017-04-27,09:54:55,10.200.7.9,3128,192.168.180.31,49930,1,0,5,7,HTTP
794876,27/04/201709:52:44,2017-04-27,09:52:44,10.200.7.9,3128,10.230.1.56,60579,1,1,1,7,HTTP
794877,27/04/201709:51:23,2017-04-27,09:51:23,10.200.7.9,3128,10.230.1.56,60339,0,1,1,7,HTTP
794878,27/04/201709:56:53,2017-04-27,09:56:53,10.200.7.9,3128,192.168.32.125,56474,0,1,1,7,HTTP
794879,27/04/201709:56:02,2017-04-27,09:56:02,10.200.7.9,3128,192.168.32.92,53578,1,1,1,7,HTTP
794880,27/04/201709:53:22,2017-04-27,09:53:22,10.200.7.9,3128,10.230.1.56,60673,1,1,1,7,HTTP
794881,27/04/201709:52:42,2017-04-27,09:52:42,10.200.7.9,3128,192.168.142.5,55788,0,1,1,7,HTTP
794882,27/04/201709:53:59,2017-04-27,09:53:59,10.200.7.9,3128,10.230.1.56,60829,0,1,1,7,HTTP
794883,27/04/201709:54:24,2017-04-27,09:54:24,10.200.7.9,3128,192.168.142.29,50255,1,1,1,7,HTTP
794884,27/04/201709:55:03,2017-04-27,09:55:03,10.200.7.9,3128,192.168.102.3,49781,0,1,1,7,HTTP
794885,27/04/201709:56:33,2017-04-27,09:56:33,10.200.7.9,3128,192.168.52.202,56180,0,1,1,7,HTTP
794886,27/04/201709:53:14,2017-04-27,09:53:14,10.200.7.9,3128,10.230.1.56,60671,1,1,1,7,HTTP
794887,27/04/201709:56:04,2017-04-27,09:56:04,10.200.7.9,3128,192.168.32.92,53557,1,0,5,7,HTTP
794888,27/04/201709:55:04,2017-04-27,09:55:04,10.200.7.9,3128,192.168.180.16,46100,1,0,5,131,HTTP_PROXY
794889,27/04/201709:51:00,2017-04-27,09:51:00,10.200.7.9,3128,192.168.10.55,57417,0,1,1,7,HTTP
794890,27/04/201709:50:52,2017-04-27,09:50:52,10.200.7.9,3128,192.168.90.30,50898,1,0,5,7,HTTP
794891,27/04/201709:51:23,2017-04-27,09:51:23,10.200.7.9,3128,10.230.1.56,60338,0,1,1,7,HTTP
794892,27/04/201709:56:51,2017-04-27,09:56:51,10.200.7.9,3128,192.168.81.25,49733,1,1,1,7,HTTP
794893,27/04/201709:53:14,2017-04-27,09:53:14,10.200.7.9,3128,10.230.1.56,60672,0,1,1,7,HTTP
794894,27/04/201709:55:48,2017-04-27,09:55:48,10.200.7.9,3128,192.168.32.9,50272,0,0,11,131,HTTP_PROXY
794895,27/04/201709:54:11,2017-04-27,09:54:11,10.200.7.9,3128,10.230.1.56,60924,0,1,1,7,HTTP
794896,27/04/201709:54:49,2017-04-27,09:54:49,10.200.7.9,3128,192.168.81.25,49347,1,1,1,7,HTTP
794897,27/04/201709:54:39,2017-04-27,09:54:39,10.200.7.9,3128,192.168.10.144,49701,0,0,5,7,HTTP
794898,27/04/201709:56:52,2017-04-27,09:56:52,10.200.7.9,3128,192.168.142.37,55791,0,0,372,131,HTTP_PROXY
794899,27/04/201709:54:48,2017-04-27,09:54:48,10.200.7.9,3128,192.168.81.25,49309,0,1,1,7,HTTP
794900,27/04/201709:54:47,2017-04-27,09:54:47,10.200.7.9,3128,192.168.220.154,51149,0,1,1,7,HTTP
794901,27/04/201709:52:29,2017-04-27,09:52:29,10.200.7.9,3128,192.168.142.29,50164,1,1,1,7,HTTP
794902,27/04/201709:56:23,2017-04-27,09:56:23,10.200.7.9,3128,192.168.81.25,49352,0,1,1,7,HTTP
794903,27/04/201709:54:08,2017-04-27,09:54:08,10.200.7.9,3128,10.230.1.56,60925,1,1,1,7,HTTP
794904,27/04/201709:54:04,2017-04-27,09:54:04,10.200.7.9,3128,192.168.10.105,51725,1,1,1,7,HTTP
794905,27/04/201709:56:43,2017-04-27,09:56:43,10.200.7.9,3128,192.168.220.102,50117,0,0,5,131,HTTP_PROXY
794906,27/04/201709:54:36,2017-04-27,09:54:36,10.200.7.9,3128,192.168.180.31,49927,1,1,1,7,HTTP
794907,27/04/201709:56:02,2017-04-27,09:56:02,10.200.7.9,3128,192.168.32.92,53729,1,1,1,7,HTTP
794908,27/04/201709:55:43,2017-04-27,09:55:43,10.200.7.9,3128,192.168.220.154,51398,1,1,1,7,HTTP
794909,27/04/201709:54:08,2017-04-27,09:54:08,10.200.7.9,3128,10.230.1.56,60923,0,1,1,7,HTTP
794910,27/04/201709:54:17,2017-04-27,09:54:17,10.200.7.9,3128,192.168.10.59,54842,0,1,1,7,HTTP
794911,27/04/201709:52:29,2017-04-27,09:52:29,10.200.7.9,3128,192.168.142.29,50187,1,1,1,7,HTTP
794912,27/04/201709:54:34,2017-04-27,09:54:34,10.200.7.9,3128,192.168.180.31,49904,0,0,5,7,HTTP
794913,27/04/201709:56:25,2017-04-27,09:56:25,10.200.7.9,3128,192.168.142.5,55748,1,0,5,131,HTTP_PROXY
794914,27/04/201709:56:29,2017-04-27,09:56:29,10.200.7.9,3128,192.168.52.202,56179,1,1,1,7,HTTP
794915,27/04/201709:56:43,2017-04-27,09:56:43,10.200.7.9,3128,192.168.40.30,53920,1,0,5,130,HTTP_CONNECT
794916,27/04/201709:52:29,2017-04-27,09:52:29,10.200.7.9,3128,192.168.142.29,50174,1,1,1,7,HTTP
794917,27/04/201709:54:24,2017-04-27,09:54:24,10.200.7.9,3128,192.168.142.29,50260,0,1,1,131,HTTP_PROXY
794918,27/04/201709:53:22,2017-04-27,09:53:22,10.200.7.9,3128,10.230.1.56,60674,1,1,1,7,HTTP
794919,27/04/201709:54:58,2017-04-27,09:54:58,10.200.7.9,3128,192.168.81.25,49394,1,1,1,7,HTTP
794920,27/04/201709:54:51,2017-04-27,09:54:51,10.200.7.9,3128,192.168.29.6,53129,0,0,2,7,HTTP
794921,27/04/201709:51:22,2017-04-27,09:51:22,10.200.7.9,3128,10.230.1.3,50019,0,1,1,7,HTTP
794922,27/04/201709:56:23,2017-04-27,09:56:23,10.200.7.9,3128,192.168.220.154,51535,0,0,5,7,HTTP
794923,27/04/201709:55:44,2017-04-27,09:55:44,10.200.7.9,3128,192.168.32.92,53694,0,1,1,7,HTTP
794924,27/04/201709:56:43,2017-04-27,09:56:43,10.200.7.9,3128,172.17.1.200,65455,1,0,4,7,HTTP
794925,27/04/201709:53:22,2017-04-27,09:53:22,10.200.7.9,3128,10.230.1.56,60677,0,1,1,7,HTTP
794926,27/04/201709:56:36,2017-04-27,09:56:36,10.200.7.9,3128,192.168.142.5,55781,1,0,5,7,HTTP
794927,27/04/201709:56:07,2017-04-27,09:56:07,10.200.7.9,3128,192.168.171.26,49481,1,0,54,7,HTTP
794928,27/04/201709:56:16,2017-04-27,09:56:16,10.200.7.9,3128,192.168.90.131,54399,1,0,5,7,HTTP
794929,27/04/201709:51:10,2017-04-27,09:51:10,10.200.7.9,3128,172.17.1.200,65413,1,0,4,7,HTTP
794930,27/04/201709:53:09,2017-04-27,09:53:09,10.200.7.9,3128,10.230.1.56,60531,0,1,1,7,HTTP
794931,27/04/201709:54:38,2017-04-27,09:54:38,10.200.7.9,3128,192.168.180.16,45894,1,1,1,7,HTTP
794932,27/04/201709:56:41,2017-04-27,09:56:41,10.200.7.9,3128,192.168.220.154,51525,0,0,5,7,HTTP
794933,27/04/201709:52:28,2017-04-27,09:52:28,10.200.7.9,3128,192.168.10.55,57429,0,0,7,7,HTTP
794934,27/04/201709:54:22,2017-04-27,09:54:22,10.200.7.9,3128,192.168.142.29,50253,1,1,1,7,HTTP
794935,27/04/201709:53:47,2017-04-27,09:53:47,10.200.7.9,3128,192.168.10.105,51346,1,1,1,131,HTTP_PROXY
794936,27/04/201709:53:22,2017-04-27,09:53:22,10.200.7.9,3128,10.230.1.56,60676,0,1,1,7,HTTP
794937,27/04/201709:54:26,2017-04-27,09:54:26,10.200.7.9,3128,192.168.90.131,54376,0,0,5,7,HTTP
794938,27/04/201709:50:59,2017-04-27,09:50:59,10.200.7.9,3128,10.230.1.56,60280,0,1,1,7,HTTP
794939,27/04/201709:54:56,2017-04-27,09:54:56,10.200.7.9,3128,192.168.81.25,49384,1,1,1,7,HTTP
794940,27/04/201709:53:39,2017-04-27,09:53:39,10.200.7.9,3128,10.230.1.56,60770,0,1,1,7,HTTP
794941,27/04/201709:53:50,2017-04-27,09:53:50,10.200.7.9,3128,192.168.10.105,51699,1,2,1,7,HTTP
794942,27/04/201709:55:32,2017-04-27,09:55:32,10.200.7.9,3128,192.168.81.25,49433,1,1,1,7,HTTP
794943,27/04/201709:54:46,2017-04-27,09:54:46,10.200.7.9,3128,192.168.81.25,49312,0,1,1,7,HTTP
794944,27/04/201709:56:23,2017-04-27,09:56:23,10.200.7.9,3128,192.168.220.154,51548,0,0,5,7,HTTP
794945,27/04/201709:54:16,2017-04-27,09:54:16,10.200.7.9,3128,192.168.180.31,49878,1,1,1,7,HTTP
794946,27/04/201709:54:28,2017-04-27,09:54:28,10.200.7.9,3128,192.168.142.29,50295,1,1,1,131,HTTP_PROXY
794947,27/04/201709:51:58,2017-04-27,09:51:58,10.200.7.9,3128,10.230.1.56,60474,1,1,1,7,HTTP
794948,27/04/201709:56:18,2017-04-27,09:56:18,10.200.7.9,3128,192.168.130.12,50419,0,0,43,131,HTTP_PROXY
794949,27/04/201709:55:59,2017-04-27,09:55:59,10.200.7.9,3128,192.168.52.202,56170,0,1,1,7,HTTP
794950,27/04/201709:53:29,2017-04-27,09:53:29,10.200.7.9,3128,10.230.1.56,60724,1,1,1,131,HTTP_PROXY
794951,27/04/201709:54:48,2017-04-27,09:54:48,10.200.7.9,3128,192.168.81.25,49344,0,1,1,7,HTTP
794952,27/04/201709:56:12,2017-04-27,09:56:12,10.200.7.9,3128,192.168.220.154,51351,0,1,1,7,HTTP
794953,27/04/201709:53:31,2017-04-27,09:53:31,10.200.7.9,3128,192.168.180.60,53874,0,0,4,7,HTTP
794954,27/04/201709:52:31,2017-04-27,09:52:31,10.200.7.9,3128,192.168.60.45,63411,0,1,1,7,HTTP
794955,27/04/201709:53:48,2017-04-27,09:53:48,10.200.7.9,3128,192.168.10.105,51639,0,1,1,7,HTTP
794956,27/04/201709:53:52,2017-04-27,09:53:52,10.200.7.9,3128,192.168.10.105,51723,1,0,5,7,HTTP
794957,27/04/201709:53:36,2017-04-27,09:53:36,10.200.7.9,3128,192.168.10.105,51566,0,1,1,7,HTTP
794958,27/04/201709:54:12,2017-04-27,09:54:12,10.200.7.9,3128,192.168.142.29,50189,1,1,1,7,HTTP
794959,27/04/201709:55:03,2017-04-27,09:55:03,10.200.7.9,3128,192.168.180.16,46032,0,0,5,7,HTTP
794960,27/04/201709:52:37,2017-04-27,09:52:37,10.200.7.9,3128,192.168.142.5,55783,0,1,1,7,HTTP
794961,27/04/201709:51:58,2017-04-27,09:51:58,10.200.7.9,3128,10.230.1.56,60473,1,1,1,7,HTTP
794962,27/04/201709:56:21,2017-04-27,09:56:21,10.200.7.9,3128,192.168.32.92,53780,1,1,1,7,HTTP
794963,27/04/201709:54:36,2017-04-27,09:54:36,10.200.7.9,3128,192.168.180.31,49929,1,1,1,7,HTTP
794964,27/04/201709:54:21,2017-04-27,09:54:21,10.200.7.9,3128,192.168.130.32,49968,0,1,1,7,HTTP
794965,27/04/201709:54:59,2017-04-27,09:54:59,10.200.7.9,3128,192.168.81.25,49392,0,1,1,7,HTTP
794966,27/04/201709:56:39,2017-04-27,09:56:39,10.200.7.9,3128,192.168.52.202,56218,0,1,1,7,HTTP
794967,27/04/201709:56:01,2017-04-27,09:56:01,10.200.7.9,3128,192.168.220.154,51497,0,1,1,7,HTTP
794968,27/04/201709:54:57,2017-04-27,09:54:57,10.200.7.9,3128,192.168.81.25,49389,1,1,1,131,HTTP_PROXY
794969,27/04/201709:56:59,2017-04-27,09:56:59,10.200.7.9,3128,192.168.52.202,56293,0,1,1,7,HTTP
794970,27/04/201709:55:58,2017-04-27,09:55:58,10.200.7.9,3128,192.168.220.154,51447,0,1,1,7,HTTP
794971,27/04/201709:54:44,2017-04-27,09:54:44,10.200.7.9,3128,192.168.81.25,49271,1,1,1,7,HTTP
794972,27/04/201709:56:40,2017-04-27,09:56:40,10.200.7.9,3128,172.22.1.50,1970,0,0,12,131,HTTP_PROXY
794973,27/04/201709:50:55,2017-04-27,09:50:55,10.200.7.9,3128,10.230.1.56,60234,1,1,1,7,HTTP
794974,27/04/201709:54:27,2017-04-27,09:54:27,10.200.7.9,3128,192.168.10.24,50859,0,0,11,7,HTTP
794975,27/04/201709:56:07,2017-04-27,09:56:07,10.200.7.9,3128,192.168.90.68,54286,1,0,5,131,HTTP_PROXY
794976,27/04/201709:53:50,2017-04-27,09:53:50,10.200.7.9,3128,192.168.10.55,57508,1,1,1,7,HTTP
794977,27/04/201709:56:23,2017-04-27,09:56:23,10.200.7.9,3128,192.168.81.25,49342,0,1,1,7,HTTP
794978,27/04/201709:52:45,2017-04-27,09:52:45,10.200.7.9,3128,10.230.1.56,60570,1,1,1,7,HTTP
794979,27/04/201709:56:01,2017-04-27,09:56:01,10.200.7.9,3128,192.168.32.92,53732,0,0,280,7,HTTP
794980,27/04/201709:53:29,2017-04-27,09:53:29,10.200.7.9,3128,10.230.1.56,60726,0,1,1,7,HTTP
794981,27/04/201709:51:22,2017-04-27,09:51:22,10.200.7.9,3128,10.230.1.56,60330,1,1,1,7,HTTP
794982,27/04/201709:56:12,2017-04-27,09:56:12,10.200.7.9,3128,192.168.220.154,51449,0,1,1,7,HTTP
794983,27/04/201709:52:35,2017-04-27,09:52:35,10.200.7.9,3128,192.168.60.45,63476,1,1,1,7,HTTP
794984,27/04/201709:54:28,2017-04-27,09:54:28,10.200.7.9,3128,192.168.142.29,50301,1,1,1,7,HTTP
794985,27/04/201709:56:01,2017-04-27,09:56:01,10.200.7.9,3128,192.168.32.92,53727,0,1,1,7,HTTP
794986,27/04/201709:55:51,2017-04-27,09:55:51,10.200.7.9,3128,192.168.142.37,56110,0,3,1,7,HTTP
794987,27/04/201709:54:21,2017-04-27,09:54:21,10.200.7.9,3128,192.168.10.59,54933,1,0,5,7,HTTP
794988,27/04/201709:56:12,2017-04-27,09:56:12,10.200.7.9,3128,192.168.32.92,53474,1,0,5,131,HTTP_PROXY
794989,27/04/201709:56:04,2017-04-27,09:56:04,10.200.7.9,3128,192.168.10.105,51816,1,0,5,7,HTTP
794990,27/04/201709:51:58,2017-04-27,09:51:58,10.200.7.9,3128,10.230.1.56,60475,0,1,1,7,HTTP
794991,27/04/201709:53:51,2017-04-27,09:53:51,10.200.7.9,3128,192.168.180.14,45050,1,1,1,7,HTTP
794992,27/04/201709:56:50,2017-04-27,09:56:50,10.200.7.9,3128,192.168.81.25,49697,1,1,1,7,HTTP
794993,27/04/201709:52:09,2017-04-27,09:52:09,10.200.7.9,3128,172.17.1.200,65425,0,0,4,7,HTTP
794994,27/04/201709:56:48,2017-04-27,09:56:48,10.200.7.9,3128,192.168.81.25,49687,0,1,1,7,HTTP
794995,27/04/201709:56:12,2017-04-27,09:56:12,10.200.7.9,3128,192.168.220.154,51318,1,1,1,7,HTTP
794996,27/04/201709:56:12,2017-04-27,09:56:12,10.200.7.9,3128,192.168.220.154,51482,0,1,1,7,HTTP
794997,27/04/201709:54:22,2017-04-27,09:54:22,10.200.7.9,3128,192.168.142.29,50205,0,1,1,7,HTTP
794998,27/04/201709:53:29,2017-04-27,09:53:29,10.200.7.9,3128,10.230.1.56,60728,1,1,1,7,HTTP
794999,27/04/201709:53:52,2017-04-27,09:53:52,10.200.7.9,3128,10.230.1.162,54187,0,1,1,7,HTTP
795000,27/04/201709:56:23,2017-04-27,09:56:23,10.200.7.9,3128,192.168.220.154,51523,1,1,1,7,HTTP
795001,27/04/201709:55:42,2017-04-27,09:55:42,10.200.7.9,3128,192.168.220.154,51366,0,1,1,7,HTTP
795002,27/04/201709:52:34,2017-04-27,09:52:34,10.200.7.9,3128,192.168.60.45,63486,0,1,1,7,HTTP
795003,27/04/201709:56:53,2017-04-27,09:56:53,10.200.7.9,3128,192.168.32.94,49347,1,0,5,131,HTTP_PROXY
795004,27/04/201709:55:15,2017-04-27,09:55:15,10.200.7.9,3128,192.168.90.52,49341,1,0,20,131,HTTP_PROXY
795005,27/04/201709:56:33,2017-04-27,09:56:33,10.200.7.9,3128,192.168.52.202,56203,1,1,1,7,HTTP
795006,27/04/201709:56:05,2017-04-27,09:56:05,10.200.7.9,3128,192.168.32.92,53565,1,0,5,7,HTTP
795007,27/04/201709:51:23,2017-04-27,09:51:23,10.200.7.9,3128,10.230.1.56,60333,0,1,1,7,HTTP
795008,27/04/201709:53:37,2017-04-27,09:53:37,10.200.7.9,3128,10.230.1.56,60729,0,1,1,7,HTTP
795009,27/04/201709:53:22,2017-04-27,09:53:22,10.200.7.9,3128,192.168.60.45,63559,0,1,1,131,HTTP_PROXY
795010,27/04/201709:52:11,2017-04-27,09:52:11,10.200.7.9,3128,10.230.1.56,60479,0,1,1,7,HTTP
795011,27/04/201709:52:44,2017-04-27,09:52:44,10.200.7.9,3128,10.230.1.56,60571,0,1,1,131,HTTP_PROXY
795012,27/04/201709:52:19,2017-04-27,09:52:19,10.200.7.9,3128,192.168.10.55,57437,0,1,1,7,HTTP
795013,27/04/201709:51:22,2017-04-27,09:51:22,10.200.7.9,3128,10.230.1.56,60331,0,1,1,7,HTTP
795014,27/04/201709:53:37,2017-04-27,09:53:37,10.200.7.9,3128,10.230.1.56,60727,0,1,1,7,HTTP
795015,27/04/201709:56:22,2017-04-27,09:56:22,10.200.7.9,3128,192.168.10.105,51854,1,0,6,7,HTTP
795016,27/04/201709:54:47,2017-04-27,09:54:47,10.200.7.9,3128,192.168.220.154,51220,1,1,1,7,HTTP
795017,27/04/201709:52:31,2017-04-27,09:52:31,10.200.7.9,3128,192.168.60.45,63431,1,1,1,7,HTTP
795018,27/04/201709:52:08,2017-04-27,09:52:08,10.200.7.9,3128,192.168.40.38,57245,1,1,1,131,HTTP_PROXY
795019,27/04/201709:54:47,2017-04-27,09:54:47,10.200.7.9,3128,192.168.220.154,50671,1,1,1,131,HTTP_PROXY
795020,27/04/201709:54:01,2017-04-27,09:54:01,10.200.7.9,3128,192.168.10.105,51697,0,1,1,7,HTTP
795021,27/04/201709:51:22,2017-04-27,09:51:22,10.200.7.9,3128,10.230.1.56,60332,0,1,1,7,HTTP
795022,27/04/201709:54:44,2017-04-27,09:54:44,10.200.7.9,3128,192.168.81.25,49268,0,1,1,7,HTTP
795023,27/04/201709:55:41,2017-04-27,09:55:41,10.200.7.9,3128,192.168.10.55,57558,0,0,71,126,GOOGLE
795024,27/04/201709:55:58,2017-04-27,09:55:58,10.200.7.9,3128,192.168.220.154,51301,1,1,1,7,HTTP
795025,27/04/201709:52:36,2017-04-27,09:52:36,10.200.7.9,3128,192.168.60.45,63509,0,1,1,7,HTTP
795026,27/04/201709:54:47,2017-04-27,09:54:47,10.200.7.9,3128,192.168.220.154,51144,0,1,1,7,HTTP
795027,27/04/201709:54:34,2017-04-27,09:54:34,10.200.7.9,3128,192.168.180.31,49909,0,0,5,7,HTTP
795028,27/04/201709:56:33,2017-04-27,09:56:33,10.200.7.9,3128,192.168.32.92,53787,0,1,1,7,HTTP
795029,27/04/201709:54:46,2017-04-27,09:54:46,10.200.7.9,3128,192.168.81.25,49304,0,1,1,7,HTTP
795030,27/04/201709:54:47,2017-04-27,09:54:47,10.200.7.9,3128,192.168.10.55,57513,0,1,1,7,HTTP
795031,27/04/201709:52:44,2017-04-27,09:52:44,10.200.7.9,3128,10.230.1.56,60575,0,1,1,7,HTTP
795032,27/04/201709:51:23,2017-04-27,09:51:23,10.200.7.9,3128,10.230.1.56,60335,0,1,1,7,HTTP
795033,27/04/201709:55:49,2017-04-27,09:55:49,10.200.7.9,3128,192.168.52.202,56167,1,1,1,7,HTTP
795034,27/04/201709:53:49,2017-04-27,09:53:49,10.200.7.9,3128,192.168.10.105,51632,1,1,1,7,HTTP
795035,27/04/201709:53:59,2017-04-27,09:53:59,10.200.7.9,3128,10.230.1.56,60823,0,1,1,7,HTTP
795036,27/04/201709:56:19,2017-04-27,09:56:19,10.200.7.9,3128,192.168.52.202,56177,0,1,1,7,HTTP
795037,27/04/201709:53:25,2017-04-27,09:53:25,10.200.7.9,3128,192.168.10.105,51475,1,1,1,7,HTTP
795038,27/04/201709:56:17,2017-04-27,09:56:17,10.200.7.9,3128,192.168.90.131,54407,0,0,11,7,HTTP
795039,27/04/201709:56:36,2017-04-27,09:56:36,10.200.7.9,3128,192.168.142.5,55743,0,0,5,7,HTTP
795040,27/04/201709:53:23,2017-04-27,09:53:23,10.200.7.9,3128,192.168.60.45,63562,1,1,1,131,HTTP_PROXY
795041,27/04/201709:55:43,2017-04-27,09:55:43,10.200.7.9,3128,192.168.220.154,51311,1,1,1,91,SSL
795042,27/04/201709:51:25,2017-04-27,09:51:25,10.200.7.9,3128,192.168.220.154,51154,1,1,1,7,HTTP
795043,27/04/201709:56:39,2017-04-27,09:56:39,10.200.7.9,3128,192.168.52.202,56213,1,1,1,7,HTTP
795044,27/04/201709:56:39,2017-04-27,09:56:39,10.200.7.9,3128,192.168.130.12,50366,0,0,5,7,HTTP
795045,27/04/201709:52:26,2017-04-27,09:52:26,10.200.7.9,3128,192.168.142.29,50179,1,1,1,7,HTTP
795046,27/04/201709:54:49,2017-04-27,09:54:49,10.200.7.9,3128,192.168.81.25,49359,1,1,1,7,HTTP
795047,27/04/201709:54:17,2017-04-27,09:54:17,10.200.7.9,3128,192.168.10.59,54857,1,1,1,7,HTTP
795048,27/04/201709:56:20,2017-04-27,09:56:20,10.200.7.9,3128,192.168.32.92,53767,0,1,1,7,HTTP
795049,27/04/201709:53:49,2017-04-27,09:53:49,10.200.7.9,3128,192.168.10.105,51642,1,1,1,131,HTTP_PROXY
795050,27/04/201709:56:48,2017-04-27,09:56:48,10.200.7.9,3128,192.168.81.25,49690,0,1,1,7,HTTP
795051,27/04/201709:54:12,2017-04-27,09:54:12,10.200.7.9,3128,192.168.142.29,50215,1,1,1,7,HTTP
795052,27/04/201709:51:55,2017-04-27,09:51:55,10.200.7.9,3128,10.230.1.56,60334,1,1,1,7,HTTP
795053,27/04/201709:53:40,2017-04-27,09:53:40,10.200.7.9,3128,192.168.10.55,57503,1,1,1,7,HTTP
795054,27/04/201709:55:31,2017-04-27,09:55:31,10.200.7.9,3128,192.168.10.105,51763,0,1,1,7,HTTP
795055,27/04/201709:55:56,2017-04-27,09:55:56,10.200.7.9,3128,192.168.220.154,51441,1,1,1,7,HTTP
795056,27/04/201709:56:52,2017-04-27,09:56:52,10.200.7.9,3128,192.168.32.125,56475,0,1,1,7,HTTP
795057,27/04/201709:54:22,2017-04-27,09:54:22,10.200.7.9,3128,192.168.130.41,59716,1,1,1,7,HTTP
795058,27/04/201709:51:55,2017-04-27,09:51:55,10.200.7.9,3128,10.230.1.56,60408,0,1,1,7,HTTP
795059,27/04/201709:56:39,2017-04-27,09:56:39,10.200.7.9,3128,192.168.52.202,56206,1,1,1,131,HTTP_PROXY
795060,27/04/201709:55:07,2017-04-27,09:55:07,10.200.7.9,3128,192.168.180.16,46222,0,1,1,7,HTTP
795061,27/04/201709:53:49,2017-04-27,09:53:49,10.200.7.9,3128,192.168.10.105,51633,1,1,1,7,HTTP
795062,27/04/201709:53:09,2017-04-27,09:53:09,10.200.7.9,3128,10.230.1.56,60648,1,1,1,7,HTTP
795063,27/04/201709:50:59,2017-04-27,09:50:59,10.200.7.9,3128,10.230.1.56,60252,0,1,1,7,HTTP
795064,27/04/201709:53:51,2017-04-27,09:53:51,10.200.7.9,3128,192.168.180.5,57907,0,0,5,7,HTTP
795065,27/04/201709:55:43,2017-04-27,09:55:43,10.200.7.9,3128,192.168.220.154,51362,1,1,1,7,HTTP
795066,27/04/201709:54:46,2017-04-27,09:54:46,10.200.7.9,3128,192.168.81.25,49311,1,1,1,7,HTTP
795067,27/04/201709:56:59,2017-04-27,09:56:59,10.200.7.9,3128,192.168.52.202,56281,0,1,1,7,HTTP
795068,27/04/201709:56:08,2017-04-27,09:56:08,10.200.7.9,3128,192.168.32.92,53763,1,1,1,7,HTTP
795069,27/04/201709:52:29,2017-04-27,09:52:29,10.200.7.9,3128,192.168.142.29,50184,0,1,1,7,HTTP
795070,27/04/201709:53:26,2017-04-27,09:53:26,10.200.7.9,3128,192.168.10.105,51549,1,1,1,7,HTTP
795071,27/04/201709:54:01,2017-04-27,09:54:01,10.200.7.9,3128,192.168.10.24,50853,0,0,11,131,HTTP_PROXY
795072,27/04/201709:56:01,2017-04-27,09:56:01,10.200.7.9,3128,192.168.180.55,63154,0,0,5,7,HTTP
